ID, Salary Paid ,Taxable Benefits,Employer,Job Title,Calendar Year
348," $101,019.20 ",0,York University,Course Director,2013
349," $126,189.08 ",541.84,York University,Associate Professor,2013
350," $164,439.31 ",763.3,York University,Associate Professor,2013
351," $145,358.28 ",614.16,York University,Associate Professor,2013
352," $123,645.18 ",526.64,York University,Associate Librarian,2013
353," $155,007.24 ",656.68,York University,Associate Professor,2013
354," $117,958.20 ",493.55,York University,Associate Director Pension & Benefits,2013
355," $115,425.20 ",440.32,York University,Assistant Librarian,2013
356," $114,993.24 ",501.36,York University,Associate Professor,2013
357," $192,694.34 ",34.84,York University,Assistant Vice President Enrolment Management & University Registrar,2013
358," $133,412.92 ",565.76,York University,Associate Lecturer,2013
359," $122,246.13 ",531.91,York University,Associate Librarian,2013
360," $155,584.04 ",638.19,York University,Director Faculty Development,2013
361," $111,645.24 ",435.64,York University,Assistant Professor,2013
362," $113,725.52 ",483.16,York University,Associate Professor,2013
363," $155,996.20 ",660.84,York University,Professor,2013
364," $131,610.60 ",606.16,York University,Senior Lecturer,2013
365," $131,575.68 ",167.77,York University,Assistant Professor,2013
366," $229,023.31 ",529.14,York University,Professor,2013
367," $152,496.52 ",216,York University,Associate Professor,2013
368," $119,206.92 ",505.48,York University,Associate Professor,2013
369," $179,044.20 ",738.23,York University,Associate Professor,2013
370," $116,535.80 ",499.92,York University,Associate Professor,2013
371," $210,364.65 ",828.58,York University,Professor,2013
372," $119,534.04 ",499.15,York University,Director Strategic Policy & Planning,2013
373," $108,933.23 ",454.94,York University,Associate Director,2013
374," $179,677.56 ",761.44,York University,Professor,2013
375," $148,469.30 ",639.84,York University,Professor,2013
376," $110,939.35 ",464.06,York University,"Senior Policy Advisor, Research",2013
377," $149,588.04 ",232.41,York University,Professor,2013
378," $154,147.42 ",643.88,York University,Professor,2013
379," $154,978.88 ",665.12,York University,Professor,2013
380," $110,158.00 ",467.68,York University,Associate Professor,2013
381," $114,697.90 ",525.21,York University,Assistant Professor,2013
382," $147,113.72 ",618.62,York University,Professor,2013
383," $167,369.68 ",708.32,York University,Associate Librarian,2013
384," $113,868.35 ",459.87,York University,Executive Officer,2013
385," $297,024.04 ",842.4,York University,Associate Professor,2013
386," $141,627.28 ",617.56,York University,Associate Professor,2013
387," $251,142.74 ",842.4,York University,Professor,2013
388," $226,902.59 ",295.76,York University,Associate Professor,2013
389," $132,948.68 ",564.28,York University,Assistant Professor,2013
390," $143,998.99 ",597.11,York University,Associate Professor,2013
391," $148,649.80 ",632.62,York University,Associate Professor,2013
392," $144,305.80 ",611.76,York University,Associate Professor,2013
393," $102,539.66 ",436.54,York University,Associate Professor,2013
394," $143,444.38 ",594.96,York University,Associate Professor,2013
395," $166,511.40 ",0,York University,Associate Professor,2013
396," $167,105.52 ",219.32,York University,Assistant Professor,2013
397," $200,920.00 ",839.68,York University,Associate Professor,2013
398," $109,580.72 ",449.68,York University,Assistant Secretary,2013
399," $119,658.92 ",506.1,York University,Assistant Professor,2013
400," $168,773.24 ",588.12,York University,Associate Professor,2013
401," $122,317.32 ",526.64,York University,Associate Professor,2013
402," $197,351.16 ",496.9,York University,University Professor,2013
403," $124,622.00 ",517.92,York University,Associate Professor,2013
404," $131,301.84 ",557.24,York University,Professor,2013
405," $240,273.84 ",842.4,York University,Professor,2013
406," $102,129.20 ",434.2,York University,Associate Professor,2013
407," $207,973.95 ",695.93,York University,Professor,2013
408," $171,008.32 ",653.64,York University,Project Director Human Resources / Finance / Procurement Services for Researchers,2013
409," $156,296.90 ",683.76,York University,Associate Professor,2013
410," $173,498.16 ",735.04,York University,University Professor,2013
411," $114,270.48 ",482.26,York University,Associate Professor,2013
412," $134,641.32 ",339.6,York University,Associate Librarian,2013
413," $143,361.91 ",630,York University,Associate Professor,2013
414," $145,379.21 ",596.74,York University,Director Pension Fund,2013
415," $124,657.40 ",536.78,York University,Associate Professor,2013
416," $106,500.24 ",0,York University,Associate Professor,2013
417," $117,738.35 ",492.14,York University,Manager Learning Technologies,2013
418," $122,984.04 ",509.7,York University,Director of Development,2013
419," $268,125.59 ",842.4,York University,Professor,2013
420," $131,793.16 ",558.64,York University,Associate Professor,2013
421," $119,007.16 ",487.88,York University,Manager Systems Management Services,2013
422," $131,716.57 ",549.6,York University,Associate Professor,2013
423," $165,806.18 ",702.26,York University,Professor,2013
424," $155,351.32 ",241.2,York University,Professor,2013
425," $182,054.88 ",770.36,York University,Professor,2013
426," $108,853.32 ",462.04,York University,Associate Professor,2013
427," $145,737.21 ",685.6,York University,Associate Professor,2013
428," $118,619.88 ",498.56,York University,Associate Professor,2013
429," $102,728.00 ",435.64,York University,Assistant Professor,2013
430," $240,088.14 ",842.4,York University,Professor,2013
431," $110,280.72 ",0,York University,Course Director,2013
432," $124,487.36 ",177,York University,Assistant Professor,2013
433," $110,308.70 ",468.24,York University,Associate Professor,2013
434," $133,890.71 ",554.65,York University,Executive Director Resources,2013
435," $149,092.08 ",630.28,York University,Associate Professor,2013
436," $127,355.63 ",523.07,York University,Executive Officer,2013
437," $117,245.22 ",479.2,York University,Associate Professor,2013
438," $139,393.73 ",585.97,York University,Associate Professor,2013
439," $126,241.34 ",593.76,York University,Professor,2013
440," $137,194.56 ",581.12,York University,Associate Professor,2013
441," $189,006.51 ",761.75,York University,Assistant Vice-President Campus Services & Business Operations,2013
442," $119,587.86 ",507.28,York University,Associate Professor,2013
443," $147,000.96 ",623.2,York University,Associate Librarian,2013
444," $106,340.08 ",445.2,York University,Assistant Professor,2013
445," $155,124.60 ",225.84,York University,Associate Professor,2013
446," $105,704.84 ",448.2,York University,Assistant Professor,2013
447," $120,619.79 ",504.74,York University,Senior Development Officer,2013
448," $173,950.04 ",0,York University,Course Director,2013
449," $153,414.72 ",238.44,York University,Professor,2013
450," $113,498.52 ",481.76,York University,Associate Professor,2013
451," $147,828.21 ",623.81,York University,Associate Principal / Associate Lecturer,2013
452," $123,454.14 ",501.25,York University,Manager Enterprise Business Application Services,2013
453," $115,224.04 ",488.72,York University,Associate Professor,2013
454," $189,457.48 ",799.92,York University,Professor,2013
455," $130,841.44 ",554.72,York University,Associate Professor,2013
456," $127,155.00 ",606.93,York University,Associate Professor,2013
457," $130,715.40 ",544.16,York University,Associate Dean / Associate Professor,2013
458," $128,202.04 ",543.52,York University,Associate Professor,2013
459," $195,251.16 ",737.16,York University,Chief Information Officer,2013
460," $188,295.57 ",788.4,York University,Associate Professor,2013
461," $113,932.96 ",483.16,York University,Associate Professor,2013
462," $136,637.84 ",579.76,York University,Professor,2013
463," $111,403.04 ",157.76,York University,Assistant Professor,2013
464," $106,959.68 ",453.96,York University,Associate Professor,2013
465," $189,901.00 ",842.4,York University,Professor,2013
466," $116,869.92 ",476.28,York University,Associate Professor,2013
467," $101,815.68 ",416,York University,Assistant Professor,2013
468," $119,480.32 ",506.92,York University,Associate Professor,2013
469," $149,855.76 ",667.92,York University,Associate Professor,2013
470," $101,976.28 ",0,York University,Professor,2013
471," $120,397.35 ",141.07,York University,Lab Technologist / Course Director,2013
472," $154,231.02 ",640.12,York University,Associate Professor,2013
473," $211,367.34 ",319.49,York University,Professor,2013
474," $113,248.48 ",0,York University,Writing Instructor,2013
475," $120,458.44 ",511.24,York University,Associate Professor,2013
476," $137,838.00 ",583.92,York University,Associate Librarian,2013
477," $208,035.84 ",842.4,York University,Associate Professor,2013
478," $131,835.88 ",497.16,York University,Associate Professor,2013
479," $131,934.04 ",535.93,York University,Professor,2013
480," $164,413.32 ",238.44,York University,Professor,2013
481," $157,772.52 ",669.04,York University,Professor,2013
482," $152,193.18 ",715.4,York University,Professor,2013
483," $211,326.58 ",834.64,York University,Professor,2013
484," $129,659.72 ",541.84,York University,Associate Professor,2013
485," $124,189.40 ",526.64,York University,Associate Professor,2013
486," $103,000.02 ",509.34,York University,Professor,2013
487," $114,317.28 ",466.28,York University,Associate Professor,2013
488," $124,174.40 ",526.64,York University,Associate Professor,2013
489," $121,403.19 ",492.89,York University,Director Bookstore Printing & Mail Services,2013
490," $124,584.04 ",511.1,York University,Director Principal Gifts & University Development,2013
491," $124,335.96 ",527.76,York University,Associate Professor,2013
492," $164,294.92 ",696,York University,Associate Professor,2013
493," $140,189.40 ",593.76,York University,Professor,2013
