ID,Salary Paid,Taxable Benefits,Employer,Job Title,Calendar Year
1,"$120,456.00 ",$680.92 ,York University,Associate Professor,2014
2,"$102,835.16 ",$0.00 ,York University,Course Director,2014
3,"$109,398.29 ",$549.14 ,York University,Manager Job Evaluation and Compensation Services,2014
4,"$177,121.36 ",$870.96 ,York University,Associate Professor,2014
5,"$121,467.58 ",$206.28 ,York University,Assistant Professor,2014
6,"$150,162.24 ",$766.28 ,York University,Associate Professor,2014
7,"$173,521.08 ",$864.24 ,York University,Special Assistant Professor,2014
8,"$128,500.28 ",$655.36 ,York University,Associate Professor,2014
9,"$159,690.84 ",$814.40 ,York University,Associate Dean / Associate Professor,2014
10,"$122,981.28 ",$645.24 ,York University,Associate Professor,2014
11,"$131,364.44 ",$670.00 ,York University,Associate Professor,2014
12,"$161,973.34 ",$814.64 ,York University,Associate Professor,2014
13,"$124,964.04 ",$698.92 ,York University,Associate Professor,2014
14,"$170,498.28 ",$291.96 ,York University,Professor,2014
15,"$118,792.02 ",$560.65 ,York University,Director Health Safety and Employment Well Being,2014
16,"$128,090.72 ",$649.21 ,York University,Associate Professor,2014
17,"$136,879.52 ",$766.28 ,York University,Associate Professor,2014
18,"$108,198.60 ",$531.45 ,York University,Director Information Technology Services,2014
19,"$143,595.84 ",$754.40 ,York University,Associate Professor,2014
20,"$127,685.56 ",$676.80 ,York University,Associate Professor,2014
21,"$130,491.70 ",$665.50 ,York University,Associate Professor,2014
22,"$139,293.30 ",$0.00 ,York University,Professor,2014
23,"$136,435.25 ",$0.00 ,York University,Course Director,2014
24,"$131,806.64 ",$671.76 ,York University,Professor,2014
25,"$134,917.34 ",$663.29 ,York University,Executive Director,2014
26,"$126,412.84 ",$644.68 ,York University,Assistant Professor,2014
27,"$161,231.62 ",$823.74 ,York University,Associate Professor,2014
28,"$117,021.60 ",$597.60 ,York University,Associate Librarian,2014
29,"$130,479.00 ",$665.52 ,York University,Associate Professor,2014
30,"$162,183.56 ",$852.00 ,York University,Professor,2014
31,"$110,547.84 ",$563.64 ,York University,Associate Professor,2014
32,"$152,640.88 ",$716.43 ,York University,Executive Officer,2014
33,"$173,088.06 ",$882.88 ,York University,Associate Professor,2014
34,"$131,493.80 ",$658.76 ,York University,Associate Professor,2014
35,"$185,416.00 ",$945.04 ,York University,Professor,2014
36,"$165,771.40 ",$845.44 ,York University,Professor,2014
37,"$100,093.32 ",$509.96 ,York University,Assistant Librarian,2014
38,"$143,822.73 ",$0.00 ,York University,Research Assistant / Course Director,2014
39,"$201,001.72 ",$996.60 ,York University,Professor,2014
40,"$139,190.86 ",$709.12 ,York University,Associate Professor,2014
41,"$155,308.90 ",$794.28 ,York University,Associate Professor,2014
42,"$163,707.80 ",$0.00 ,York University,Associate Professor,2014
43,"$117,292.12 ",$663.28 ,York University,Associate Professor,2014
44,"$114,354.66 ",$583.22 ,York University,Associate Professor,2014
45,"$164,229.36 ",$837.00 ,York University,Professor,2014
46,"$111,033.35 ",$156.12 ,York University,Squad Leader,2014
47,"$230,316.02 ","$1,018.68 ",York University,Associate Professor / Executive Director,2014
48,"$101,394.87 ",$474.24 ,York University,Lecturer,2014
49,"$137,706.88 ",$704.59 ,York University,Associate Professor,2014
50,"$232,949.56 ",$396.72 ,York University,Professor,2014
51,"$186,837.96 ",$854.82 ,York University,University Librarian,2014
52,"$121,637.00 ",$595.92 ,York University,Associate Professor,2014
53,"$126,304.80 ",$654.80 ,York University,Associate Professor,2014
54,"$128,784.40 ",$512.20 ,York University,Associate Lecturer,2014
55,"$124,622.32 ",$634.92 ,York University,Associate Professor,2014
56,"$126,352.40 ",$701.80 ,York University,Associate Professor,2014
57,"$102,360.51 ",$519.96 ,York University,University Secretary and General Counsel,2014
58,"$179,322.28 ",$305.60 ,York University,Professor,2014
