ID, Salary Paid ,Taxable Benefits,Employer,Job Title,Calendar Year
292," $111,392.12 ",267.86,York University,Assistant Professor,2012
293," $128,257.80 ",318.96,York University,Assistant Professor,2012
294," $105,554.93 ",252.99,York University,Associate Professor,2012
295," $144,258.67 ",347.54,York University,Associate Professor,2012
296," $143,488.15 ",339.95,York University,Associate University Librarian,2012
297," $112,617.26 ",270.99,York University,Associate Professor,2012
298," $123,346.30 ",296.62,York University,Associate Professor,2012
299," $129,492.13 ",289.69,York University,Associate Professor,2012
300," $155,292.87 ",125.2,York University,Professor,2012
301," $107,984.91 ",258.63,York University,Assistant Professor,2012
302," $150,095.02 ",355.48,York University,Counsel and Accessibility for Ontarians with Disabilities Coordinator,2012
303," $153,744.75 ",362.15,York University,Professor,2012
304," $138,144.39 ",353.19,York University,Associate Professor,2012
305," $161,433.57 ",386.38,York University,Professor,2012
306," $208,845.76 ",475.17,York University,Associate Professor,2012
307," $155,983.65 ",335.85,York University,Senior Lecturer,2012
308," $118,749.31 ",288.42,York University,Executive Officer,2012
309," $115,733.40 ",277.67,York University,Associate Professor,2012
310," $105,442.29 ",248.21,York University,Assistant Librarian,2012
311," $130,918.51 ",316.05,York University,Associate Professor,2012
312," $100,010.72 ",246.05,York University,Assistant Professor,2012
313," $115,745.59 ",275.82,York University,Assistant Professor,2012
314," $107,111.08 ",285.83,York University,Associate Professor,2012
315," $188,374.81 ",448.38,York University,Associate Professor,2012
316," $145,645.27 ",351.6,York University,Associate Professor,2012
317," $147,958.32 ",362.52,York University,Associate Professor,2012
318," $108,111.93 ",262.31,York University,Associate Director Learning Strategies,2012
319," $165,448.60 ",388.96,York University,Comptroller,2012
320," $168,557.61 ",393.24,York University,Executive Director Student Services & International relations,2012
321," $217,364.85 ",190.69,York University,Associate Professor,2012
322," $136,185.80 ",328.52,York University,Professor,2012
323," $119,652.83 ",282.57,York University,Associate Librarian,2012
324," $128,342.12 ",294.71,York University,Associate Professor,2012
325," $126,119.65 ",292.41,York University,Associate Professor,2012
326," $105,962.85 ",249.75,York University,Associate Professor,2012
327," $184,306.17 ",360.53,York University,Professor,2012
328," $117,427.00 ",259.5,York University,Associate Professor,2012
329," $136,813.96 ",329.36,York University,Associate Professor,2012
330," $105,617.14 ",273.6,York University,Associate Professor,2012
331," $187,004.33 ",451.62,York University,Professor,2012
332," $142,245.92 ",326.54,York University,Professor,2012
333," $207,198.23 ",489.84,York University,Associate Professor,2012
334," $177,763.70 ",143.17,York University,Professor,2012
335," $151,694.07 ",331.76,York University,Associate Professor,2012
336," $110,596.39 ",293.5,York University,Associate Professor,2012
337," $111,588.95 ",270.82,York University,Client Solutions Manager,2012
338," $101,221.25 ",243.26,York University,Assistant Professor,2012
339," $167,721.95 ",395.53,York University,Senior Executive Officer,2012
340," $123,952.18 ",366.29,York University,Associate Librarian,2012
341," $116,490.50 ",277.24,York University,Associate Professor,2012
342," $114,403.17 ",275.18,York University,Associate Professor,2012
343," $110,610.08 ",0,York University,Instructor,2012
344," $123,671.37 ",295.81,York University,Associate Professor,2012
345," $108,455.45 ",71.88,York University,Associate Professor,2012
346," $175,798.57 ",427.8,York University,Associate Professor,2012
347," $141,730.80 ",338.52,York University,Associate Professor,2012
348," $106,862.95 ",284.16,York University,Associate Librarian,2012
349," $179,394.31 ",360.33,York University,Associate Professor,2012
350," $115,380.44 ",279.84,York University,"Associate Director, Pension & Benefits",2012
351," $110,514.91 ",265.44,York University,Assistant Librarian,2012
352," $110,470.81 ",261.55,York University,Associate Professor,2012
353," $179,641.28 ",411.92,York University,"Assistant Vice President, Enrolment Management & University Registrar",2012
354," $128,149.93 ",308.76,York University,Associate Lecturer,2012
355," $119,875.72 ",278.21,York University,Associate Librarian,2012
356," $148,354.88 ",347.58,York University,"Director Faculty Development, Faculty of Science & Engineering",2012
357," $109,715.45 ",228.35,York University,Assistant Professor,2012
358," $108,848.50 ",261.35,York University,Associate Professor,2012
359," $150,290.39 ",362.19,York University,Professor,2012
360," $140,537.05 ",331.02,York University,Senior Lecturer,2012
361," $126,348.68 ",101.47,York University,Assistant Professor,2012
362," $221,897.67 ",489.84,York University,Professor,2012
363," $146,859.33 ",118.48,York University,Associate Professor,2012
364," $114,222.47 ",276.59,York University,Associate Professor,2012
365," $163,683.86 ",393.19,York University,Associate Professor,2012
366," $112,273.19 ",271.71,York University,Associate Professor,2012
367," $191,447.52 ",469.56,York University,Professor,2012
368," $119,782.70 ",292.33,York University,"Director, Strategic Policy & Planning",2012
369," $103,890.67 ",249.23,York University,Associate Director,2012
370," $173,507.37 ",418.8,York University,Professor,2012
371," $148,641.57 ",340.79,York University,Professor,2012
372," $111,695.38 ",262.66,York University,Senior Policy Advisor,2012
373," $158,255.67 ",127.6,York University,Professor,2012
374," $149,549.94 ",347.51,York University,Professor,2012
375," $151,204.30 ",364.62,York University,Professor,2012
376," $139,446.82 ",326.29,York University,Professor,2012
377," $161,545.88 ",379.92,York University,Associate Librarian,2012
378," $101,822.78 ",0,York University,Course Director,2012
379," $109,970.91 ",259.07,York University,Executive Officer,2012
380," $138,203.27 ",330.33,York University,Associate Professor,2012
381," $245,822.07 ",489.84,York University,Professor,2012
382," $210,340.32 ",166.56,York University,Associate Professor,2012
383," $129,694.78 ",308.78,York University,Assistant Professor,2012
384," $132,434.86 ",315.44,York University,Associate Professor,2012
385," $140,146.86 ",338.33,York University,Associate Professor,2012
386," $138,829.23 ",334.28,York University,Associate Professor,2012
387," $145,442.28 ",325.08,York University,Associate Professor,2012
388," $160,599.41 ",118.1,York University,Associate Professor,2012
389," $161,181.85 ",131.05,York University,Assistant Professor,2012
390," $194,333.30 ",468.9,York University,Associate Professor,2012
391," $117,108.19 ",255.74,York University,Assistant Secretary,2012
392," $116,070.16 ",269.49,York University,Assistant Professor,2012
393," $161,478.53 ",321.2,York University,Associate Professor,2012
394," $105,714.63 ",122.57,York University,Professor,2012
395," $120,556.01 ",275.45,York University,Associate Professor,2012
396," $171,965.32 ",460.55,York University,Professor,2012
397," $115,266.61 ",271.94,York University,Assistant Professor,2012
398," $128,080.28 ",303.12,York University,Professor,2012
399," $230,250.79 ",489.84,York University,Professor,2012
400," $196,921.50 ",388.68,York University,Associate Professor,2012
401," $161,625.00 ",363.32,York University,Process Re?engineering and Service Enhancement Project Director,2012
402," $158,615.84 ",376.94,York University,Associate Professor / Associate Dean,2012
403," $159,176.25 ",403.96,York University,Professor,2012
404," $108,059.31 ",259.58,York University,Assistant Professor,2012
405," $114,407.87 ",311.28,York University,Associate Librarian,2012
406," $138,203.15 ",344.84,York University,Associate Professor,2012
407," $142,421.43 ",339.48,York University,Pension Fund Manager,2012
408," $102,669.39 ",444.32,York University,Electrician,2012
409," $121,750.52 ",293.16,York University,Associate Professor,2012
410," $153,066.43 ",112.16,York University,Associate Professor,2012
411," $115,348.85 ",279.96,York University,Manager Faculty Support Center,2012
412," $263,763.60 ",489.84,York University,Professor,2012
413," $134,061.96 ",306.08,York University,Associate Professor,2012
414," $116,588.07 ",277.51,York University,Manager Systems Management Services,2012
415," $123,300.31 ",291.5,York University,Associate Professor,2012
416," $157,193.82 ",378.22,York University,Professor,2012
417," $164,451.68 ",397.8,York University,Professor,2012
418," $180,347.84 ",378.14,York University,Professor,2012
419," $141,777.96 ",372.84,York University,Associate Professor,2012
420," $113,669.02 ",270.27,York University,Associate Professor,2012
421," $100,066.70 ",235.1,York University,Assistant Professor,2012
422," $218,578.04 ",489.84,York University,Professor,2012
423," $114,589.97 ",0,York University,Course Director,2012
424," $119,399.36 ",96.36,York University,Assistant Professor,2012
425," $104,531.51 ",250.56,York University,Associate Professor,2012
426," $115,692.67 ",278.98,York University,Executive Officer,2012
427," $145,745.06 ",338.23,York University,Associate Professor,2012
428," $126,754.61 ",296,York University,Executive Officer,2012
429," $107,589.61 ",257.82,York University,Associate Professor,2012
430," $134,571.78 ",312,York University,Associate Professor,2012
431," $118,538.01 ",316.75,York University,Professor,2012
432," $132,525.03 ",314.37,York University,Associate Professor,2012
433," $185,151.88 ",432.81,York University,Assistant Vice President Campus Services and Business Operations,2012
434," $123,085.31 ",370.35,York University,Associate Professor,2012
435," $114,329.50 ",274.41,York University,Associate Professor,2012
436," $141,576.59 ",331.08,York University,Associate Librarian,2012
437," $151,378.55 ",120.55,York University,Associate Professor,2012
438," $100,985.13 ",242.31,York University,Assistant Professor,2012
439," $118,361.23 ",287.77,York University,"Senior Development Officer, University Development",2012
440," $154,890.04 ",0,York University,Course Director,2012
441," $166,869.65 ",131.41,York University,Professor,2012
442," $108,625.96 ",262.25,York University,Associate Professor,2012
443," $142,459.01 ",342.62,York University,Associate Lecturer / Associate Principal,2012
444," $120,356.07 ",283.48,York University,Manager Enterprise Business Application Services,2012
445," $110,317.66 ",265.22,York University,Associate Professor,2012
446," $197,754.57 ",467.66,York University,Professor,2012
447," $127,628.82 ",302.29,York University,Associate Professor,2012
448," $134,300.50 ",311.28,York University,Associate Professor / Associate Dean,2012
449," $132,721.04 ",297.6,York University,Associate Professor / Associate Dean,2012
450," $125,041.28 ",295.88,York University,Associate Professor,2012
451," $190,151.16 ",412.44,York University,Chief Information Officer,2012
452," $222,586.08 ",416.76,York University,Associate Professor,2012
453," $146,964.87 ",354.03,York University,Associate Professor,2012
454," $109,051.93 ",261.89,York University,Associate Professor,2012
455," $131,311.56 ",316.29,York University,Professor,2012
456," $108,336.33 ",87.19,York University,Assistant Professor,2012
457," $100,882.98 ",242.33,York University,Associate Professor,2012
458," $202,257.00 ",489.84,York University,Professor,2012
459," $108,140.85 ",258.09,York University,Associate Professor,2012
460," $152,038.14 ",367.91,York University,Associate Professor,2012
461," $189,786.32 ",345.8,York University,Associate Professor,2012
462," $220,157.27 ",489.84,York University,Professor,2012
463," $105,838.31 ",118.01,York University,Associate Professor,2012
464," $119,416.72 ",0,York University,Writing Instructor,2012
465," $113,390.98 ",270.38,York University,Associate Professor,2012
466," $132,488.27 ",318.69,York University,Associate Librarian,2012
467," $201,319.42 ",483.72,York University,Associate Professor,2012
468," $112,221.45 ",269.51,York University,Associate Professor,2012
469," $119,641.23 ",287.49,York University,Associate Professor,2012
470," $160,685.00 ",132.04,York University,Professor,2012
471," $154,856.57 ",366.29,York University,Professor,2012
472," $164,922.93 ",393.19,York University,Professor,2012
473," $202,160.20 ",478.44,York University,Professor,2012
474," $124,587.54 ",294.75,York University,Associate Professor,2012
475," $119,212.30 ",276.87,York University,Associate Professor,2012
476," $102,958.46 ",247.23,York University,Associate Professor,2012
477," $117,291.60 ",279.93,York University,Associate Professor,2012
478," $118,356.85 ",278.98,York University,Director Bookstore Print & Mail Services,2012
479," $116,814.04 ",269.41,York University,Director Principal Gifts & University Development,2012
480," $100,319.70 ",286.59,York University,Associate Professor,2012
481," $158,426.40 ",388.03,York University,Associate Professor,2012
482," $115,393.58 ",324.45,York University,Professor,2012
483," $166,788.09 ",134.17,York University,Professor,2012
484," $133,716.21 ",303.12,York University,Associate Professor,2012
485," $154,534.71 ",372.78,York University,Professor,2012
486," $137,414.76 ",331.02,York University,Associate Professor,2012
487," $100,965.13 ",240.95,York University,Associate Professor,2012
488," $110,873.99 ",266.25,York University,Associate Professor,2012
489," $157,971.61 ",116.59,York University,Associate Professor,2012
490," $116,133.55 ",279.33,York University,Associate Professor,2012
