ID,Salary Paid,Taxable Benefits,Employer,Job Title,Calendar Year
157,"$103,724.88 ",$564.72 ,York University,Assistant Librarian,2015
158,"$127,745.98 ",$627.00 ,York University,Associate Director Academic Programs,2015
159,"$179,223.84 ",$973.84 ,York University,Professor,2015
160,"$263,133.36 ","$1,086.04 ",York University,Dean / Professor,2015
161,"$143,731.68 ",$782.00 ,York University,Associate Professor,2015
162,"$107,823.52 ",$146.03 ,York University,Director Counselling / Course Director,2015
163,"$150,969.00 ",$819.96 ,York University,Professor,2015
164,"$106,102.41 ",$570.22 ,York University,Associate Director Marketing And Enrolment Management,2015
165,"$101,678.08 ",$547.64 ,York University,Director Research Grants,2015
166,"$122,905.20 ",$681.26 ,York University,Associate Dean / Associate Professor,2015
167,"$131,484.48 ",$715.00 ,York University,Associate Professor,2015
168,"$153,181.86 ",$273.28 ,York University,Associate Professor,2015
169,"$201,956.88 ","$1,086.04 ",York University,Associate Professor,2015
170,"$148,026.24 ",$823.48 ,York University,Associate Professor,2015
171,"$153,668.64 ",$836.24 ,York University,Associate Professor,2015
172,"$157,022.76 ",$854.40 ,York University,Associate Professor,2015
173,"$185,128.68 ","$1,006.36 ",York University,Professor,2015
174,"$180,193.48 ",$827.20 ,York University,Associate Professor,2015
175,"$142,371.16 ",$745.52 ,York University,Director Payroll And Human Resources Information Management,2015
176,"$130,661.64 ",$703.68 ,York University,Professor,2015
177,"$135,252.84 ",$774.72 ,York University,Associate Professor,2015
178,"$121,203.52 ",$177.48 ,York University,Administrative Assistant / Course Director,2015
179,"$129,543.24 ",$704.16 ,York University,Associate Professor,2015
180,"$125,150.82 ",$691.44 ,York University,Associate Professor,2015
181,"$114,541.60 ",$724.04 ,York University,Associate Librarian,2015
182,"$158,132.16 ",$859.80 ,York University,Professor,2015
183,"$132,725.04 ",$791.00 ,York University,Associate Professor,2015
184,"$142,452.84 ",$782.00 ,York University,Associate Professor,2015
185,"$124,128.48 ",$675.16 ,York University,Associate Professor,2015
186,"$146,771.16 ",$814.76 ,York University,Associate Professor,2015
187,"$220,847.88 ","$1,086.04 ",York University,Professor,2015
188,"$166,423.12 ",$300.76 ,York University,Associate Professor,2015
189,"$191,275.44 ","$1,039.00 ",York University,Associate Professor,2015
190,"$116,652.78 ",$634.78 ,York University,Associate Professor,2015
191,"$163,011.16 ",$881.52 ,York University,Associate Professor,2015
192,"$114,648.47 ",$207.87 ,York University,Associate Director Employee Relations,2015
193,"$179,229.60 ",$320.44 ,York University,Professor,2015
194,"$119,499.70 ",$700.56 ,York University,Associate Professor,2015
195,"$145,151.52 ",$789.16 ,York University,Associate Professor,2015
196,"$130,925.28 ",$711.36 ,York University,Associate Professor,2015
197,"$195,133.66 ",$956.54 ,York University,Executive Director Institutional Planning And Analysis,2015
198,"$122,461.52 ",$638.96 ,York University,Associate Librarian,2015
199,"$233,492.82 ","$1,086.04 ",York University,Professor,2015
200,"$141,797.88 ",$809.12 ,York University,Associate Professor,2015
201,"$158,812.56 ",$863.48 ,York University,Associate Professor,2015
202,"$107,863.28 ",$412.72 ,York University,York University English As A Second Language Instructor,2015
203,"$115,887.45 ",$623.69 ,York University,Associate Director Administration,2015
204,"$135,551.88 ",$736.76 ,York University,Associate Professor,2015
205,"$171,996.65 ",$842.74 ,York University,Senior Executive Officer,2015
206,"$126,478.38 ",$718.60 ,York University,Associate Professor,2015
207,"$100,950.00 ",$547.45 ,York University,Associate Professor,2015
208,"$134,856.00 ",$733.12 ,York University,Associate Professor,2015
209,"$219,312.75 ",$436.24 ,York University,Professor,2015
210,"$141,000.60 ",$767.44 ,York University,Associate Professor,2015
211,"$122,214.24 ",$664.36 ,York University,Associate Professor,2015
212,"$105,433.68 ",$567.58 ,York University,Director Information And Technology Services And Facilities,2015
213,"$159,217.56 ",$876.12 ,York University,Associate Professor,2015
214,"$104,534.03 ",$562.97 ,York University,Manager Workgroup Technology Services,2015
215,"$100,322.88 ",$544.80 ,York University,Assistant Professor,2015
216,"$140,490.00 ",$501.58 ,York University,Director Advancement,2015
217,"$152,110.08 ",$827.20 ,York University,Associate Professor,2015
218,"$113,429.68 ",$571.96 ,York University,Associate Professor,2015
219,"$120,904.56 ",$796.44 ,York University,Associate Professor,2015
220,"$112,935.36 ",$613.68 ,York University,Associate Professor,2015
221,"$147,669.00 ",$803.72 ,York University,Professor,2015
222,"$128,121.48 ",$696.96 ,York University,Associate Lecturer,2015
223,"$138,308.04 ",$751.20 ,York University,Associate Professor,2015
224,"$193,017.84 ",$689.72 ,York University,Professor,2015
225,"$117,112.08 ",$637.20 ,York University,Associate Professor,2015
226,"$120,383.88 ",$655.24 ,York University,Associate Professor,2015
227,"$127,980.31 ",$452.17 ,York University,Academic Policy Analyst,2015
228,"$111,288.92 ",$602.76 ,York University,Associate Professor,2015
229,"$140,103.70 ",$760.24 ,York University,Associate Professor,2015
230,"$141,207.18 ",$755.10 ,York University,Manager Database And Systems Administration,2015
231,"$105,095.40 ",$571.96 ,York University,Associate Professor,2015
232,"$172,435.68 ",$937.64 ,York University,Associate Professor,2015
233,"$218,248.56 ","$1,086.04 ",York University,Associate Professor,2015
234,"$125,415.00 ",$655.24 ,York University,Lecturer,2015
235,"$132,678.78 ",$264.24 ,York University,Professor,2015
236,"$114,789.48 ",$624.48 ,York University,Associate Principal / Associate Professor,2015
237,"$107,432.90 ",$582.84 ,York University,Associate Professor,2015
238,"$127,459.92 ",$693.20 ,York University,Associate Professor,2015
239,"$133,395.96 ",$791.94 ,York University,Associate Professor,2015
240,"$153,519.84 ",$787.67 ,York University,Director Energy Management,2015
241,"$131,084.11 ",$-,York University,Course Director,2015
242,"$101,467.00 ",$-,York University,Course Director / Writing Instructor,2015
243,"$178,416.60 ",$311.32 ,York University,Associate Professor,2015
244,"$184,141.80 ","$1,000.96 ",York University,Professor,2015
245,"$120,037.71 ",$-,York University,Course Director / Instructor,2015
246,"$171,168.36 ",$311.54 ,York University,Professor,2015
247,"$167,914.08 ",$304.12 ,York University,Associate Professor,2015
248,"$175,721.40 ",$-,York University,Professor,2015
249,"$133,570.20 ",$725.80 ,York University,Associate Professor,2015
250,"$129,026.85 ",$706.68 ,York University,Associate Professor,2015
251,"$125,498.34 ",$758.48 ,York University,Associate Lecturer,2015
252,"$146,515.32 ",$796.44 ,York University,Associate Professor,2015
253,"$189,864.22 ","$1,086.04 ",York University,Professor,2015
254,"$114,983.64 ",$-,York University,Course Director,2015
255,"$171,817.08 ",$933.96 ,York University,Professor,2015
256,"$145,286.76 ",$742.12 ,York University,Associate Professor,2015
257,"$109,183.75 ",$588.48 ,York University,Interim Director Institutional Enrolment and Resource Planning,2015
258,"$146,268.40 ",$611.76 ,York University,Assistant Professor,2015
259,"$247,032.60 ",$448.92 ,York University,University Professor / Endowed Chair,2015
260,"$232,699.56 ","$1,086.04 ",York University,Professor,2015
261,"$164,882.16 ",$298.68 ,York University,Associate Professor,2015
262,"$103,952.39 ",$559.61 ,York University,Director Strategic Communication,2015
263,"$106,786.57 ",$574.85 ,York University,Manager Communications,2015
264,"$102,221.30 ",$556.24 ,York University,Assistant Professor,2015
265,"$126,198.72 ",$686.08 ,York University,Associate Professor,2015
266,"$166,617.92 ",$-,York University,Consultant - Website Project,2015
267,"$122,382.26 ",$258.84 ,York University,Associate Lecturer,2015
268,"$192,499.60 ","$1,024.48 ",York University,Associate Dean / Associate Professor,2015
269,"$109,848.24 ",$604.60 ,York University,Assistant Librarian,2015
270,"$287,634.34 ","$1,086.04 ",York University,Professor / Endowed Chair,2015
271,"$101,688.97 ",$547.64 ,York University,Director Academic Affairs And operations,2015
272,"$190,584.00 ",$803.72 ,York University,Executive Director Ontario Council On Articulation And Transfer,2015
273,"$101,750.65 ",$547.64 ,York University,Head Football Coach,2015
274,"$174,031.44 ",$311.62 ,York University,Associate Professor,2015
275,"$119,768.16 ",$651.64 ,York University,Associate Professor,2015
276,"$205,016.88 ","$1,086.04 ",York University,Professor / Canada Research Chair,2015
277,"$135,864.50 ",$765.60 ,York University,Associate Professor,2015
278,"$180,058.92 ",$979.20 ,York University,Associate Dean / Senior Lecturer,2015
279,"$145,068.48 ",$789.16 ,York University,Professor,2015
280,"$153,767.16 ",$836.24 ,York University,Associate Professor,2015
281,"$126,647.28 ",$687.84 ,York University,Associate Professor,2015
282,"$211,449.96 ","$1,031.76 ",York University,Dean / Professor,2015
283,"$143,061.64 ",$718.60 ,York University,Associate Lecturer,2015
284,"$327,717.96 ","$1,086.04 ",York University,Professor / Endowed Chair,2015
285,"$132,807.54 ",$709.60 ,York University,Associate Professor,2015
286,"$119,424.37 ",$208.67 ,York University,Associate Director Finance And Administration,2015
287,"$122,677.44 ",$731.24 ,York University,Associate Professor,2015
288,"$140,499.24 ",$763.84 ,York University,Associate Professor,2015
289,"$132,999.96 ",$722.28 ,York University,Associate Professor,2015
290,"$125,356.35 ",$676.45 ,York University,Director Computing Services,2015
291,"$167,454.60 ",$852.56 ,York University,Associate Professor,2015
292,"$107,307.13 ",$578.45 ,York University,Manager User Services,2015
293,"$132,288.96 ",$738.52 ,York University,Associate Professor,2015
294,"$116,707.86 ",$634.78 ,York University,Associate Professor,2015
295,"$142,360.44 ",$774.72 ,York University,Associate Professor,2015
296,"$137,243.40 ",$745.80 ,York University,Associate Professor / Canada Research Chair,2015
297,"$248,685.96 ","$1,086.04 ",York University,Professor,2015
298,"$328,069.96 ","$1,086.04 ",York University,Associate Professor,2015
299,"$142,471.56 ",$774.72 ,York University,Associate Professor,2015
300,"$159,660.18 ",$877.92 ,York University,Professor,2015
301,"$124,382.88 ",$674.68 ,York University,Associate Professor,2015
302,"$128,384.46 ",$765.60 ,York University,Assistant Professor,2015
303,"$129,999.96 ",$705.92 ,York University,Assistant Professor,2015
304,"$118,650.12 ",$655.24 ,York University,Associate Professor,2015
305,"$187,740.42 ",$838.00 ,York University,Associate University Librarian / Associate Librarian,2015
306,"$106,887.96 ",$581.00 ,York University,Associate Professor,2015
307,"$124,315.92 ",$675.16 ,York University,Associate Professor,2015
308,"$101,381.88 ",$-,York University,Course Director,2015
309,"$138,149.52 ",$729.40 ,York University,Associate Professor,2015
310,"$138,575.95 ",$715.00 ,York University,Associate Professor,2015
311,"$169,007.64 ",$281.28 ,York University,Professor,2015
312,"$138,346.05 ",$734.92 ,York University,Associate Professor,2015
313,"$118,458.06 ",$644.60 ,York University,Associate Dean / Associate Professor,2015
314,"$168,103.08 ",$884.92 ,York University,Counsel And Accessibility For Ontarians With Disabilities Office Coordinator,2015
315,"$149,189.82 ",$888.52 ,York University,Professor,2015
316,"$151,049.04 ",$841.72 ,York University,Associate Professor,2015
317,"$178,245.48 ",$968.40 ,York University,Professor,2015
318,"$174,900.12 ","$1,086.04 ",York University,Associate Professor,2015
319,"$158,290.56 ",$834.70 ,York University,Senior Lecturer,2015
320,"$126,702.27 ",$681.15 ,York University,Executive Officer,2015
321,"$117,461.52 ",$638.96 ,York University,Associate Librarian,2015
322,"$149,534.64 ",$812.84 ,York University,Associate Professor,2015
323,"$116,367.64 ",$628.16 ,York University,Associate Professor,2015
324,"$128,382.96 ",$698.72 ,York University,Associate Professor,2015
325,"$130,818.72 ",$711.36 ,York University,Associate Professor,2015
326,"$201,859.44 ","$1,086.04 ",York University,Associate Professor,2015
327,"$158,904.24 ",$877.92 ,York University,Associate Professor,2015
328,"$137,113.30 ",$716.55 ,York University,Executive Officer,2015
329,"$147,500.01 ",$801.77 ,York University,Assistant Professor,2015
330,"$111,821.52 ",$602.98 ,York University,Associate Director Business Development And Operations,2015
331,"$117,455.19 ",$633.06 ,York University,Associate Director Learning Strategies,2015
332,"$180,563.67 ",$936.15 ,York University,Comptroller,2015
333,"$127,099.20 ",$843.48 ,York University,University Professor,2015
334,"$129,589.32 ",$704.16 ,York University,Associate Librarian,2015
335,"$125,041.04 ",$736.30 ,York University,Associate Professor,2015
336,"$115,252.56 ",$626.32 ,York University,Associate Professor,2015
337,"$155,814.66 ",$885.12 ,York University,University Professor,2015
338,"$124,389.66 ",$655.24 ,York University,Associate Professor,2015
339,"$153,655.72 ",$812.76 ,York University,Associate Professor,2015
340,"$125,520.00 ",$682.40 ,York University,Associate Professor,2015
341,"$113,499.06 ",$638.96 ,York University,Associate Professor,2015
342,"$163,523.34 ","$1,086.04 ",York University,Professor,2015
343,"$142,777.44 ",$830.88 ,York University,Professor,2015
344,"$221,270.76 ","$1,086.04 ",York University,Associate Professor,2015
345,"$111,014.28 ",$604.60 ,York University,Associate Professor,2015
346,"$178,693.72 ",$819.96 ,York University,Associate Professor / Course Director,2015
347,"$135,380.04 ",$752.96 ,York University,Associate Professor,2015
348,"$118,472.67 ",$638.17 ,York University,Client Solutions Manager,2015
349,"$133,383.84 ",$614.26 ,York University,Associate Professor,2015
350,"$126,186.12 ",$713.20 ,York University,Associate Professor,2015
351,"$121,560.90 ",$727.64 ,York University,Associate Professor,2015
352,"$195,384.12 ","$1,057.12 ",York University,Associate Professor,2015
353,"$135,711.57 ",$808.09 ,York University,Associate Professor,2015
354,"$129,751.80 ",$713.20 ,York University,Associate Librarian,2015
355,"$192,278.78 ",$887.06 ,York University,Associate Professor,2015
356,"$122,900.92 ",$661.44 ,York University,Associate Director Pension And Benefits,2015
357,"$117,072.72 ",$637.20 ,York University,Assistant Librarian,2015
358,"$124,546.43 ",$675.16 ,York University,Associate Professor,2015
359,"$129,531.45 ",$763.84 ,York University,Associate Lecturer,2015
360,"$111,096.63 ",$673.40 ,York University,Associate Librarian,2015
361,"$121,869.12 ",$671.48 ,York University,Associate Professor,2015
362,"$126,448.34 ",$754.03 ,York University,Senior Lecturer,2015
363,"$238,114.32 ",$432.60 ,York University,Professor,2015
364,"$119,742.18 ",$684.16 ,York University,Associate Professor,2015
365,"$189,879.33 ","$1,020.92 ",York University,Associate Professor,2015
366,"$128,254.52 ",$693.20 ,York University,Associate Professor,2015
367,"$216,137.60 ","$1,086.04 ",York University,Professor,2015
368,"$125,350.96 ",$674.91 ,York University,Director Strategic Policy And Planning,2015
369,"$100,623.56 ",$532.20 ,York University,Assistant Professor,2015
370,"$114,231.84 ",$614.41 ,York University,Associate Director,2015
371,"$171,625.50 ","$1,022.72 ",York University,Professor,2015
372,"$153,291.36 ",$832.64 ,York University,Professor,2015
373,"$114,646.97 ",$618.28 ,York University,"Senior Policy Advisor, Research",2015
374,"$146,678.74 ",$871.30 ,York University,Professor,2015
375,"$163,299.78 ",$901.44 ,York University,Professor,2015
376,"$116,706.24 ",$635.28 ,York University,Associate Professor,2015
377,"$130,500.00 ",$709.60 ,York University,Assistant Professor,2015
378,"$156,955.81 ",$845.32 ,York University,Professor,2015
379,"$175,947.12 ",$318.56 ,York University,Associate Librarian,2015
380,"$105,044.41 ",$-,York University,Course Director,2015
381,"$100,902.84 ",$557.52 ,York University,Assistant Professor,2015
382,"$120,009.48 ",$627.00 ,York University,Executive Officer,2015
383,"$110,732.77 ",$568.44 ,York University,Director Workplace Relations And Academic Operations,2015
384,"$149,016.12 ",$832.64 ,York University,Associate Professor,2015
385,"$258,490.80 ","$1,086.04 ",York University,Professor,2015
386,"$102,492.87 ",$551.05 ,York University,Director Strategic Research And Partnerships,2015
387,"$143,066.64 ",$778.32 ,York University,Associate Professor,2015
388,"$159,691.80 ",$832.38 ,York University,Associate Professor / Course Director,2015
389,"$156,146.04 ",$859.64 ,York University,Associate Professor,2015
390,"$151,766.16 ",$825.36 ,York University,Associate Professor,2015
391,"$108,857.82 ",$591.74 ,York University,Associate Professor,2015
392,"$144,851.52 ",$526.52 ,York University,Associate Professor,2015
393,"$159,290.52 ",$-,York University,Associate Professor,2015
394,"$120,060.76 ",$631.53 ,York University,Director External Relations,2015
395,"$164,962.20 ",$-,York University,Assistant Professor,2015
396,"$213,092.60 ","$1,086.04 ",York University,Professor,2015
397,"$111,946.44 ",$603.78 ,York University,Senior Assistant Secretary,2015
398,"$133,161.90 ",$722.58 ,York University,Associate Professor,2015
399,"$176,585.86 ",$808.66 ,York University,Associate Professor,2015
400,"$141,561.68 ",$734.62 ,York University,Associate Dean / Associate Professor,2015
401,"$188,183.40 ",$374.68 ,York University,University Professor,2015
402,"$140,071.16 ",$748.28 ,York University,Professor,2015
403,"$109,212.88 ",$407.28 ,York University,Visiting Professor / Course Director,2015
404,"$142,631.59 ",$771.08 ,York University,Professor,2015
405,"$250,297.56 ","$1,086.04 ",York University,Professor,2015
406,"$108,463.08 ",$590.12 ,York University,Associate Professor,2015
407,"$218,269.64 ","$1,031.76 ",York University,Associate Dean / Professor,2015
408,"$170,256.72 ",$899.04 ,York University,Associate Professor / Associate Dean,2015
409,"$181,738.32 ",$329.48 ,York University,University Professor,2015
410,"$122,296.56 ",$664.36 ,York University,Associate Professor,2015
411,"$153,749.10 ",$847.08 ,York University,Associate Professor,2015
412,"$100,335.04 ",$538.40 ,York University,Executive Assistant To President,2015
413,"$153,676.51 ",$804.19 ,York University,Director Pension Fund,2015
414,"$129,393.24 ",$704.16 ,York University,Associate Professor,2015
415,"$122,270.89 ",$658.85 ,York University,Manager Faculty Support Centre,2015
416,"$128,754.19 ",$680.61 ,York University,"Director Of Development, Faculty Of Liberal Arts And Professional Studies",2015
417,"$280,488.12 ","$1,086.04 ",York University,Professor / Endowed Chair,2015
418,"$126,763.92 ",$754.80 ,York University,Associate Professor,2015
419,"$124,195.72 ",$656.29 ,York University,Manager Systems Management Services,2015
420,"$142,652.38 ",$761.03 ,York University,Professor,2015
421,"$173,612.88 ",$639.48 ,York University,Associate Dean / Professor,2015
